,screen_name,x,y
0,ppprogressive,-1.59002795771,-1.35168204007
1,CrankyClown,0.0926170919757,-1.08163791589
2,KORE1050Eugene,-0.695470673831,-1.35651848464
3,YvetteJacqR,-1.92759517491,-0.808263014593
4,really_kenneth,0.856096869514,0.960502409656
5,lilythehermit,1.11577621704,-0.869848699513
6,bretthewT2,-0.38522682522,-1.96465574718
7,TurtleOfAwesome,1.52795787634,-0.890167665888
8,JamesCorban1,0.354363297052,-3.5556051091
9,InJoy_Wellness,-0.263748989927,1.4604061931
10,rogo_sp,1.11705557493,2.1457724716
11,rrrirro,0.768019805515,-0.596800931126
12,opalmirror,-1.7234029892,-1.53799851974
13,_TwoSwords_,-0.605092317682,-0.399987153146
14,x3_lokelani,0.85070086898,0.314038646476
15,GreenhillHumane,-0.281799955601,0.725409251066
16,blakewrites,-0.895019685684,0.36186236596
17,justinoliveira_,0.678707080397,0.547719780777
18,fohnsdorfer,0.0449814711102,0.184665688636
19,mazing_matthew,-0.431208106432,-0.225662240304
20,Nonugleftbehind,1.33611074228,0.529776429903
21,Marimerodwell,-0.528258809797,0.194330820124
22,profAmeer1868,0.850902121915,0.975970624656
23,stromio1,-0.927502634736,1.62243863363
24,edisn,-1.09067040453,-5.04711007824
25,jacksouth25,-0.801456005206,-0.190728153971
26,JakeRiley52,0.413949697898,0.409985279521
27,BbodyRob66,1.83727093303,2.2813378715
28,Bishma,0.14366979977,-0.95278327445
29,nathancarollo,-0.77280067818,-0.671815277784
30,smats88,0.793628117615,0.942304717565
31,nicki_nacky,-0.941547179984,-1.46638620136
32,GuestCapone,1.09831358337,1.79690511157
33,Knparnell,0.358659852167,-2.49418586623
34,tanikaxrose,1.62130528065,0.591320326335
35,Andres95239310,0.707940112156,0.687013748972
36,DavidDavisSJ,-0.394048671857,0.29380950536
37,mystic_marty,0.267309885282,-0.682602113101
38,Olivia_Young55,0.931104104451,0.190879146776
39,UOHockey,-1.54779944219,0.0759123006343
40,tmhensley1,-1.96584026825,-1.07010496654
41,Vanilla_Bear,-0.630602743848,-0.380556535336
42,hvanearvey,-0.494842943661,-0.662344343644
43,RobRomig,-0.475887469472,0.609516173936
44,GisonniFrank,-0.0332813118959,0.0243940492456
45,ProgrssiveNomad,-1.82101744559,-1.38181010286
46,SusanVNobles1,-0.0871310356139,0.871449352585
47,duckdog1,-0.00217318532225,0.181046933959
48,InkICan,0.0138579710375,0.0534880005816
49,BlueMansView,0.153632060771,0.174626626433
50,mrgbow,-0.133403870945,-1.10710152962
51,thejordynbrown,-0.539981665662,1.0508466191
52,HaydenEden16,0.454071273406,0.81902227161
53,elliotjjames,0.762346302714,0.396987038662
54,Cccihxyxy,0.438471083299,1.31355070158
55,CodyCodyhit,0.554445541979,0.281876035699
56,treetownal,-0.27300377482,-0.901276231991
57,ericaj177,0.0415055613695,-0.0695699134165
58,jlms_qkw,-1.59042414821,-1.40334956788
59,dailygrace9,0.89387373306,-0.300257510901
60,rbains,-0.0965532885723,-0.11654248713
61,EmiPanko_,1.17442829703,-0.0331685416265
62,IlGalvatronlI,-0.77832261838,-0.719294905377
63,vojojo,-0.261880254103,-0.579442895954
64,UOCURE,0.466434505329,1.86847366014
65,Brett1million,-0.819435830058,3.24579530686
66,everythingdale,0.340691622467,0.318837458098
67,MammiNyami,2.54801292633,1.26769120393
68,ToniaJohns18,-2.85308518555,-3.25135561411
69,rgnewsphoto,0.290403075715,0.659231963906
70,CoachJsalavea,-0.817348674481,-0.705514638556
71,tommy_thorpe,0.521159258461,0.206225747414
72,kclyle1,-0.950578779937,-1.63835803418
73,dannypotts26,0.645520308395,0.315229706353
74,420neopets,0.677183152537,-0.493945865706
75,abbiefayeolson,-1.73135204667,-1.61768158736
76,sellersj17,-1.61635422905,-0.38980020776
77,MGC9669,-1.29394667875,-1.03977816444
78,TheDuckStore,-0.595943632079,-1.28576477132
79,beachboiandrew,-0.837895778849,-0.471836531994
80,atomguerra,0.375378067255,0.240970402993
81,GOETHEFAUST,-0.918498142563,0.543026570533
82,j0rdanstephens,0.483254990876,-0.179848503923
83,VickieBluewave,-2.74997188291,-1.12326372277
84,Weabootunes,1.45891755298,0.596462580334
85,macdaddy_35,-0.774936808863,-0.422471671069
86,sillymickel,-2.02097026333,-0.875685086198
87,JaredRo26146813,0.747278477598,-0.898204083421
88,PseudoTunes,2.09682812809,0.0881836392723
89,sheri1459,-0.230774350516,-0.294916964355
90,morsecenter,-0.392577778232,-0.0406390088977
91,p0unc3,-0.383590850874,-0.0390078777795
92,UODuckTV,-0.0847111438565,1.17923601267
93,groundedartco,1.01403236708,0.153159898142
94,TonyCracolice,-0.0429393243437,0.553310050332
95,maxwelllovesme,-0.487114872425,-0.413367939308
96,natjdaly,-0.451528670097,-0.769998304102
97,Wintersparv,-1.86432432509,-1.0003011252
98,Rudicron,0.0677101638165,-0.971292343312
99,lizzieskwrl,-0.0734932116534,-0.943678119609
100,Morgan34427069,1.31287569056,0.604667184208
101,VIMLaneCounty,-0.323235160131,0.573870198792
102,StphanieTheBest,-0.297591850627,-0.803254403177
103,FAresearchfund,0.496449806045,0.763824444005
104,DeanFox1985,0.0879476214169,0.0873611659012
105,MarshallYoum,1.91774912139,1.64889621229
106,TheHelgy,-0.62270730049,-0.72668911768
107,apherrera71,-0.621064938927,-0.721300994792
108,rob____robinson,0.14573101877,0.528366590287
109,Tellache_nico,1.3239129689,0.488237534263
110,EastLos01,-0.47938148026,-0.352871858793
111,ChrisHunken1,-0.765137810215,-1.03481201775
112,EhvSiv,-2.32656995791,-1.41718303398
113,dylantomlatimer,1.37703976481,0.640651634334
114,Jake_Angier,0.929473824632,1.16382840664
115,shaianabanana,3.58007009305,-1.1013577593
116,KrystJeezus,0.679818354048,-0.779405451134
117,ninaxoxox97,0.372651751895,-0.222400450465
118,NAJsciart,1.69720214564,1.63251750506
119,Hodag66LEE,-1.90748134733,-0.0611427625319
120,fhlgrn,-0.156781361202,-0.733639262511
121,James__McAndrew,0.34725312217,-0.0234200382069
122,qK_Zen,0.400341083531,0.467591022977
123,OccupyCoscienza,-1.00200448029,-1.23037357346
124,tmj_OR_schn,1.86864977382,2.30035615592
125,RichardsonCap,0.380188494427,0.447779087105
126,kimberlyquinn,0.546048268989,-1.07496849916
127,SpringfieldPS,-0.368882486101,0.693329658721
128,NomiAtoll,0.224928007899,-1.11965640182
129,bmviness,0.622988624871,0.765456647677
130,therealjwil75,0.121826627854,-0.0577573613442
131,carleolson,0.25045296368,1.22644319334
132,TheWoodNews,1.43515064617,2.32349833425
133,Tcarew10,-0.794844224033,-0.997363455426
134,splampin,-0.0516150860589,-1.04720157542
135,AlexaARoll,1.67263765354,0.0178243776519
136,creoleboyy,1.02248597368,0.456525914486
137,kbartness,-1.90574596723,-0.818679978306
138,JasonDCFord1,0.274462794128,1.02294085562
139,DeejayyDavid,1.83701126046,0.540057392246
140,luisintheskyyy,0.204645037151,0.18580555421
141,Cowthatgoesmooo,0.292395329189,0.311602748755
142,samharwelll,1.68275267521,0.205884923274
143,HunnerRxse,1.07602744126,0.199022589985
144,JGrossweiner,-0.561783239334,-0.769249835221
145,meg_lodar,1.45096261612,-0.60338509243
146,vistapsych,-0.301753519809,0.745621276296
147,powprowrestling,0.276511766819,0.477118865259
148,snoshu196,-0.209479976864,-0.136637513427
149,RunInCaseOfFire,0.167241047283,-0.214975839501
150,USWNT_AM13,1.30288580495,-0.311709168005
151,malika1424,1.84718143702,0.10385063914
152,onemandeathcult,1.84625324902,1.28076592703
153,JeffreyAlbanese,2.50810929941,-1.27018261445
154,OffworldJosh,3.31792146676,-1.01513318732
155,RichSwanson,-1.20004402183,-0.328907284426
156,Randyluv3,0.262811184973,-0.330909449881
157,kendallcadillac,1.51701310926,2.07778123368
158,Gas_Blowin_Don,0.731081560759,0.610569332415
159,alohichloe,0.955664709431,1.48790197105
160,CentristToo,-1.76949701192,-1.61403336364
161,SidelinesOregon,-1.00264315916,-0.331077842542
162,whimsywriter3,0.419495387184,-0.82358287125
163,robertclark1234,0.724872259409,0.584893018005
164,PostCultRev,0.133369688903,-1.185045851
165,rayuriarte6,-1.9179268476,-0.893232415631
166,passionate_aye,-1.23097197732,-0.689567850079
167,marco_young_42,0.599633962574,0.229154331955
168,GalenMittermann,-0.245203964438,-0.618316641064
169,MimiNiChristine,1.67610420696,-0.506707372373
170,geethanksOb,1.65417854712,0.254384720926
171,Chyyyaaannneee,1.84174456835,0.300130390635
172,GiannoneTessa,-0.36319470388,-1.65419798166
173,YoungSA___,1.9125850909,2.25802615781
174,JoshAlder,-0.669012069625,-1.00379140819
175,DuckTerritory,-0.612301512433,-1.42501713711
176,babsca,-1.02473778024,-1.59890762151
177,Ryghhhh,0.602694277495,0.0411130128104
178,facasaro,-0.00384107575852,0.321795801812
179,ganjajournalist,0.100095049047,0.206605073942
180,KaitlinAnnCM,-0.180165495667,-1.54659150811
181,MaxWermuth,-0.16371240069,-0.174075169521
182,rootdraws,1.11631633195,1.5325560678
183,thomptay,-0.89290510593,-0.201994792883
184,trevorjrogers,0.0249695212127,-0.473655476324
185,outallthetime,0.921465874368,-1.07218512448
186,sabrinavee67,-2.50961142301,0.672939847024
187,peretzle541,1.10071600776,0.185968766282
188,beluganelle_,3.77338604688,-0.177976389295
189,The_Eugene_Life,-0.343507791435,0.627946098136
190,sabrinastearnss,1.69748404911,0.503575692087
191,SaraCutler,0.669427497014,0.676234233929
192,UOInnovates,-0.101522763848,0.967117123567
193,sammielops36,1.43522974858,-0.441431704392
194,TheNerdyJock611,-0.473972095656,-0.386348797525
195,UAUOregon,-0.394382693618,0.343467361033
196,DannyJMoran,-0.897220754197,-1.13229066296
197,Koller_JE,1.41898285511,1.36804938833
198,conradjwilson,-1.10039996788,-1.05920195014
199,bri_k_a,1.01815023531,0.173414586197
200,LindaleApts,0.502632832224,1.39118553097
201,elindburg,-2.99886488847,-5.30762235828
202,danniebear13,0.94361011103,0.694806667202
203,calemccollough,-0.0399990582797,0.292172465304
204,rowan_fairfield,-0.122905107069,-0.833398971533
205,RealDelta34,0.126605414498,1.77612752969
206,MakaelaStalker,0.551832809825,-0.414423936536
207,juliawb,-2.00474451083,-1.20394103165
208,BigshotEddie57,-1.98441144904,-1.14630937738
209,smgm93,-0.535149148734,3.50968955013
210,MaryAlbl,-0.660452423183,0.085512528976
211,SportsTalk953,-0.429702596671,-1.3111032866
212,beingasancxnt,0.751884232635,-0.693592245486
213,brandt_goetz,-1.25858522258,0.0763127444617
214,rmuiz33,1.33861794294,1.23667992831
215,Staranand29,1.60940112196,1.91117040905
216,jasonaduprat,0.705391781501,0.504707639281
217,low_cal_polen,0.310744255341,-0.0613058390724
218,sleepbetween,0.0993378275619,-0.153625350339
219,SevenStarHand,-2.30660539654,-5.34860815706
220,PattiJ26089081,-1.57236548718,-1.33223839176
221,541Ducks,-0.799463234949,-0.894072721205
222,wipfandstock,1.60572700467,1.3423183836
223,drghwang,0.17680659897,0.161805636349
224,PATRICKJ0HNS0N,0.304384514622,0.292896174024
225,midwestduckfan,-1.02761389668,-0.10408418425
226,CalvinKLai,2.4698597781,1.46013079314
227,abdullah_sabah5,1.14956981717,2.01727175668
228,hy_mee,1.93762644623,1.33215112981
229,ProspectsWest,0.407133904354,0.942936752322
230,aliciapeaaacher,1.37050691923,0.0566430736241
231,DanIonescu9,0.987668267441,0.507644686338
232,axel3884,1.690174445,0.981156280524
233,CHSLancers,-0.387883381038,0.784327983871
234,ChristinaKwiat,-0.438079336756,-0.591094636564
235,sumedhalbe,0.319621779087,-0.0896644369203
236,mariome89248201,0.550373840166,0.375200726247
237,MeganShermanx,0.35502521557,-0.218442683604
238,makeltysean4,0.632216955629,0.734323624574
239,BuniculaTv,-1.11538128688,-0.833354426444
240,alexcis_hecker,0.702807806931,-0.382386167799
241,TrevenJacks52,1.18118713288,0.230093067919
242,ash_gale96,2.38303479986,0.0224841528966
243,datalorax_,-0.725649313228,-1.19472357049
244,CactusEddie20,1.28126513309,0.418954323186
245,SHSBearsTF,0.731449657771,1.0145455131
246,TimDuy,-0.12045931795,-0.889428073483
247,D_Blood20,0.883515522506,1.07656975126
248,drewinmotion,1.65282855638,0.514144470371
249,tmj_OR_banking,1.868078063,2.32166302815
250,elycleland,-0.353850726374,-0.545515144556
251,barrys3760,-1.32763728175,-0.550318402666
252,GregoryEHaley,-0.0728670072929,-0.565026650024
253,TeacupClub_,1.87830388781,2.33900127767
254,TARDIScabinets,-0.200887576383,-0.633543154731
255,notsobeautyy,2.29500798256,-0.0467528101204
256,abarru,-2.07792124294,-1.96888189488
257,goava21,0.261177111551,0.342036015144
258,ArtifactExtract,0.105515419683,0.725365319594
259,ellis_hughes,0.302253265537,1.24224681992
260,oregonfootball,-0.90167246551,0.0310618194837
261,ReggieAintBunk,-0.760807913034,-0.424051032784
262,OBeercat,-0.486048081024,-0.847160356643
263,DadsThoughts1,-0.741109637348,-1.08507713499
