0,1,2,3,4,5,6,7,screen_name
0.281738609076,0.576498985291,-0.557104051113,-0.166099533439,0.284353733063,0.192570284009,-0.229676425457,-0.308884948492,ppprogressive
-0.186504483223,0.183109208941,-0.257302850485,0.692139267921,-0.254867881536,-0.703293561935,0.667057931423,0.120349809527,CrankyClown
-0.033060990274,0.489588707685,-0.624245047569,0.26103079319,0.0526816062629,-0.29377156496,0.19699177146,0.137929260731,KORE1050Eugene
0.142325282097,0.27729472518,-0.332441091537,-0.520550847054,0.170075327158,0.61473596096,-0.443483144045,-0.109730042517,YvetteJacqR
-0.743408977985,-1.01268148422,1.12974369526,0.509445488453,-0.95937538147,-0.528813123703,0.553487420082,0.906029462814,really_kenneth
-0.914753437042,-0.0777054578066,0.0498448498547,0.843663275242,-0.781473696232,-0.53875464201,1.43753123283,0.175919190049,lilythehermit
-0.242721632123,0.797438442707,-0.957520127296,0.452660322189,-0.252455294132,-0.410591930151,0.541577875614,-0.398092567921,bretthewT2
-1.01901352406,-0.129057645798,0.0987574160099,1.05068540573,-0.827656984329,-0.58220076561,1.76039373875,0.359239965677,TurtleOfAwesome
-0.0489732138813,1.47762954235,-1.99223709106,1.25811588764,-0.197264015675,-1.44903123379,1.0208979845,-0.62121629715,JamesCorban1
-0.237664908171,-1.22645914555,1.30775296688,0.0916416570544,-0.152814388275,-0.0977535322309,0.112678691745,1.0421769619,InJoy_Wellness
-0.615401983261,-1.64274668694,1.69431006908,0.82336127758,-0.373192280531,-0.815543532372,0.759419262409,1.78473556042,rogo_sp
-0.678430199623,-0.574987947941,0.677802026272,0.513718605042,-0.840629220009,-0.52735298872,0.513480484486,-0.453224480152,rrrirro
0.346422255039,0.627743303776,-0.680539429188,-0.215682297945,0.318492889404,0.241254389286,-0.223298579454,-0.537853240967,opalmirror
-0.0515719801188,-0.0786305740476,0.0749389305711,0.173292145133,-0.059852335602,-0.171428218484,0.241876974702,0.29466432333,_TwoSwords_
-0.788909077644,-0.657750844955,0.665757060051,0.70985865593,-0.779243528843,-0.767350792885,0.711787760258,0.581655621529,x3_lokelani
-0.386873543262,-0.930513262749,0.857118844986,0.0838749781251,-0.302407890558,-0.131613880396,0.136484578252,0.499742180109,GreenhillHumane
-0.579142987728,0.136467069387,-0.272597461939,0.471673697233,-0.541135966778,-0.258644610643,1.19682836533,-0.0968837141991,blakewrites
-0.584963798523,-0.613369524479,0.62141263485,0.741762697697,-0.567855298519,-0.780060768127,0.528214633465,1.02889311314,justinoliveira_
-0.36500403285,-0.501165926456,0.654791355133,0.403683781624,-0.414511084557,-0.461488246918,0.427515655756,0.296383410692,fohnsdorfer
-0.182928159833,-0.197067603469,0.216670200229,0.233755320311,-0.139616563916,-0.258573830128,0.229616239667,0.338976711035,mazing_matthew
-0.723979175091,-0.856455504894,0.809790074825,1.06203639507,-0.977308094501,-1.0901235342,0.870560824871,0.660999953747,Nonugleftbehind
-0.185881003737,-0.45006531477,0.618981778622,0.0926509276032,-0.214318573475,-0.0896716415882,0.102626666427,0.311619907618,Marimerodwell
-0.713004469872,-1.07185292244,1.12306642532,0.491749167442,-1.00140881538,-0.505941748619,0.556133270264,0.85868948698,profAmeer1868
0.0752146095037,-1.13610208035,1.7606408596,-0.0935029312968,0.0646471902728,0.059729360044,-0.128540530801,0.556976258755,stromio1
